txn_id,user_id,amount,location,device,timestamp,risk_score,true_label,predicted_label
txn_1772298667727_470,U520,8202,Delhi,web,1772298667.72719,0,GENUINE,GENUINE
txn_1772298669743_785,U440,15638,Chennai,mobile,1772298669.7438304,1.09,FRAUD,FRAUD
txn_1772298671754_295,U399,3773,Hyderabad,web,1772298671.7548175,0,GENUINE,GENUINE
txn_1772298673764_704,U577,16085,Foreign,web,1772298673.7647443,1.22,FRAUD,FRAUD
txn_1772298675778_143,U171,17729,Chennai,web,1772298675.778745,1.04,FRAUD,FRAUD
txn_1772298677787_964,U294,16081,Delhi,web,1772298677.7878716,1.09,FRAUD,FRAUD
txn_1772298679798_775,U151,7086,Hyderabad,web,1772298679.7989752,0,GENUINE,GENUINE
txn_1772298681802_719,U512,14465,Delhi,mobile,1772298681.8022628,0,GENUINE,GENUINE
txn_1772298683807_243,U459,13966,Mumbai,web,1772298683.8072734,0,GENUINE,GENUINE
txn_1772298685819_348,U723,8649,Kolkata,web,1772298685.8193011,0,GENUINE,GENUINE
txn_1772298687827_631,U185,3558,Kolkata,mobile,1772298687.8270288,0,GENUINE,GENUINE
txn_1772298689839_167,U429,9906,Hyderabad,mobile,1772298689.8394856,0,FRAUD,GENUINE
txn_1772298691853_537,U728,15454,Kolkata,mobile,1772298691.8534653,1.5,FRAUD,FRAUD
txn_1772298693867_936,U797,16425,Chennai,web,1772298693.867751,1.15,FRAUD,FRAUD
txn_1772298695879_511,U104,3717,Chennai,mobile,1772298695.8794699,0,GENUINE,GENUINE
txn_1772298697891_812,U294,6921,Bangalore,web,1772298697.8918397,0,GENUINE,GENUINE
txn_1772298699894_719,U981,17588,Bangalore,mobile,1772298699.8947167,1.47,GENUINE,FRAUD
txn_1772298701905_658,U268,16634,Kolkata,web,1772298701.905945,1.22,GENUINE,FRAUD
txn_1772298703917_320,U418,17518,Mumbai,mobile,1772298703.9177377,0.72,FRAUD,FRAUD
txn_1772298705931_596,U851,15028,Hyderabad,web,1772298705.931129,1.39,GENUINE,FRAUD
txn_1772298707940_493,U575,19864,Foreign,mobile,1772298707.9400594,2.21,FRAUD,FRAUD
txn_1772298709955_942,U473,17996,Delhi,mobile,1772298709.9551055,1.48,GENUINE,FRAUD
txn_1772298711960_977,U594,2118,Kolkata,web,1772298711.9604623,0,GENUINE,GENUINE
txn_1772298713975_378,U616,7658,Hyderabad,web,1772298713.9756038,0,GENUINE,GENUINE
txn_1772298715987_491,U947,8984,Delhi,web,1772298715.9873333,0,GENUINE,GENUINE
txn_1772298718000_896,U978,15521,Delhi,web,1772298718.0003035,1.41,FRAUD,FRAUD
txn_1772298720010_921,U685,12932,Delhi,mobile,1772298720.0109398,0,GENUINE,GENUINE
txn_1772298722027_636,U994,10728,Kolkata,mobile,1772298722.0271034,0,GENUINE,GENUINE
txn_1772298724038_409,U990,7921,Chennai,mobile,1772298724.0386205,0,GENUINE,GENUINE
txn_1772298726053_405,U664,10769,Delhi,mobile,1772298726.0535202,0,GENUINE,GENUINE
txn_1772298728062_643,U953,13853,Chennai,web,1772298728.0624886,0,GENUINE,GENUINE
txn_1772298730067_467,U418,5811,Mumbai,web,1772298730.067554,0,GENUINE,GENUINE
txn_1772298732083_314,U325,9031,Hyderabad,mobile,1772298732.0831273,0,GENUINE,GENUINE
txn_1772298734093_113,U796,11211,Foreign,web,1772298734.0930438,1.0,FRAUD,FRAUD
txn_1772298736107_174,U983,14769,Hyderabad,web,1772298736.107393,0,GENUINE,GENUINE
txn_1772298738121_558,U481,4275,Hyderabad,mobile,1772298738.121618,0,GENUINE,GENUINE
txn_1772298740134_273,U951,5923,Chennai,mobile,1772298740.1343122,0,GENUINE,GENUINE
txn_1772298742145_254,U566,11861,Kolkata,web,1772298742.1451662,0,GENUINE,GENUINE
txn_1772298744157_277,U794,13185,Bangalore,mobile,1772298744.1575406,0,GENUINE,GENUINE
txn_1772298746167_762,U164,15838,Bangalore,web,1772298746.1674764,0.98,GENUINE,FRAUD
txn_1772298748183_278,U998,14121,Chennai,mobile,1772298748.1838603,0,GENUINE,GENUINE
txn_1772298750200_297,U294,11164,Chennai,web,1772298750.2001386,0,GENUINE,GENUINE
txn_1772298752217_318,U988,18355,Delhi,web,1772298752.2174044,0.75,GENUINE,FRAUD
txn_1772298754227_525,U317,12326,Foreign,web,1772298754.2275462,1.49,FRAUD,FRAUD
txn_1772298756241_826,U192,10199,Bangalore,web,1772298756.2414408,0,GENUINE,GENUINE
txn_1772298758251_493,U647,760,Kolkata,web,1772298758.2514644,0,GENUINE,GENUINE
txn_1772298760262_429,U105,11889,Hyderabad,web,1772298760.2626286,0,GENUINE,GENUINE
txn_1772298762274_607,U426,12429,Kolkata,mobile,1772298762.2746687,0,GENUINE,GENUINE
txn_1772298764283_346,U755,16182,Foreign,web,1772298764.2836494,2.3,FRAUD,FRAUD
txn_1772298766297_479,U761,16473,Mumbai,web,1772298766.297149,1.25,FRAUD,FRAUD
txn_1772298768305_409,U267,11160,Kolkata,mobile,1772298768.3058136,0,GENUINE,GENUINE
txn_1772298770317_239,U624,8509,Chennai,mobile,1772298770.3178995,0,FRAUD,GENUINE
txn_1772298772327_958,U284,11636,Bangalore,mobile,1772298772.3274157,0,GENUINE,GENUINE
txn_1772298774335_768,U340,16711,Foreign,web,1772298774.3353984,2.42,FRAUD,FRAUD
txn_1772298776350_945,U334,484,Hyderabad,web,1772298776.3509543,0,GENUINE,GENUINE
txn_1772298778366_768,U783,19338,Mumbai,web,1772298778.3664665,1.09,FRAUD,FRAUD
txn_1772298780376_259,U377,2986,Mumbai,web,1772298780.3760204,0,GENUINE,GENUINE
txn_1772298782389_557,U315,15464,Bangalore,mobile,1772298782.3895853,1.46,GENUINE,FRAUD
txn_1772298784402_216,U394,10354,Kolkata,web,1772298784.4029913,0,GENUINE,GENUINE
txn_1772298786416_423,U734,14976,Hyderabad,mobile,1772298786.4169366,0,GENUINE,GENUINE
txn_1772298788423_312,U597,11362,Mumbai,web,1772298788.4232407,0,FRAUD,GENUINE
txn_1772298790434_985,U528,9782,Mumbai,mobile,1772298790.4349194,0,GENUINE,GENUINE
txn_1772298792446_843,U108,11606,Delhi,mobile,1772298792.4467676,0,GENUINE,GENUINE
txn_1772298794458_118,U916,18973,Foreign,mobile,1772298794.4582467,2.54,GENUINE,FRAUD
txn_1772298796469_200,U612,10000,Chennai,web,1772298796.469274,0,GENUINE,GENUINE
txn_1772298798481_219,U183,17429,Mumbai,mobile,1772298798.481679,1.14,GENUINE,FRAUD
txn_1772298800495_881,U607,11201,Chennai,web,1772298800.4951446,0,GENUINE,GENUINE
txn_1772298802502_562,U669,4998,Delhi,web,1772298802.502794,0,GENUINE,GENUINE
txn_1772298804514_932,U629,16368,Hyderabad,web,1772298804.514027,0.74,GENUINE,FRAUD
txn_1772298806526_918,U367,832,Bangalore,mobile,1772298806.526611,0,GENUINE,GENUINE
txn_1772298808539_323,U569,5652,Foreign,web,1772298808.539853,1.02,FRAUD,GENUINE
txn_1772298810549_866,U205,7597,Hyderabad,web,1772298810.5499191,0,FRAUD,GENUINE
txn_1772298812558_122,U625,3815,Foreign,mobile,1772298812.558976,1.19,FRAUD,GENUINE
txn_1772298814568_633,U489,18030,Foreign,web,1772298814.568486,2.19,FRAUD,FRAUD
txn_1772298816582_968,U347,4548,Mumbai,web,1772298816.5827196,0,GENUINE,GENUINE
txn_1772298818592_132,U501,5379,Hyderabad,mobile,1772298818.5922043,0,GENUINE,GENUINE
txn_1772298820607_565,U399,5618,Hyderabad,mobile,1772298820.6071248,0,GENUINE,GENUINE
txn_1772298822620_842,U164,15541,Kolkata,mobile,1772298822.620917,1.39,GENUINE,FRAUD
txn_1772298824630_231,U196,13078,Foreign,mobile,1772298824.6301908,0.82,FRAUD,FRAUD
txn_1772298826633_558,U470,8609,Bangalore,web,1772298826.633039,0,GENUINE,GENUINE
txn_1772298828637_198,U994,18396,Bangalore,mobile,1772298828.6376536,1.14,GENUINE,FRAUD
txn_1772298830650_604,U207,15228,Delhi,web,1772298830.6503036,0.87,GENUINE,FRAUD
txn_1772298832660_576,U803,13106,Mumbai,mobile,1772298832.6608365,0,GENUINE,GENUINE
txn_1772298834675_832,U670,10068,Mumbai,web,1772298834.6750305,0,GENUINE,GENUINE
txn_1772298836688_641,U817,14063,Delhi,mobile,1772298836.688046,0,GENUINE,GENUINE
txn_1772298838698_273,U587,16439,Bangalore,web,1772298838.6982763,1.11,GENUINE,FRAUD
txn_1772298840710_653,U375,11253,Chennai,mobile,1772298840.7109249,0,GENUINE,GENUINE
txn_1772298842728_202,U202,4141,Kolkata,mobile,1772298842.728449,0,GENUINE,GENUINE
txn_1772298844740_394,U659,13616,Hyderabad,mobile,1772298844.7400432,0,GENUINE,GENUINE
txn_1772298846745_729,U888,13875,Mumbai,web,1772298846.7451928,0,GENUINE,GENUINE
txn_1772298848750_706,U624,17462,Hyderabad,mobile,1772298848.7509701,0.76,GENUINE,FRAUD
txn_1772298850763_137,U227,2167,Delhi,web,1772298850.763474,0,GENUINE,GENUINE
txn_1772298852772_243,U978,147,Delhi,web,1772298852.7724397,0,GENUINE,GENUINE
txn_1772298854781_731,U616,10914,Foreign,mobile,1772298854.781871,1.33,FRAUD,FRAUD
txn_1772298856794_950,U667,15787,Hyderabad,web,1772298856.794447,0.88,GENUINE,FRAUD
txn_1772298858806_728,U871,14479,Hyderabad,web,1772298858.8062947,0,GENUINE,GENUINE
txn_1772298860817_239,U487,5390,Delhi,web,1772298860.8163881,0,GENUINE,GENUINE
txn_1772298862820_779,U599,10903,Delhi,mobile,1772298862.8204584,0,GENUINE,GENUINE
txn_1772298864836_564,U431,7003,Chennai,mobile,1772298864.8360493,0,GENUINE,GENUINE
txn_1772298866844_977,U818,3642,Mumbai,web,1772298866.8446572,0,GENUINE,GENUINE
txn_1772298868853_866,U641,8179,Mumbai,mobile,1772298868.853483,0,GENUINE,GENUINE
txn_1772298870864_809,U290,2113,Bangalore,web,1772298870.864341,0,GENUINE,GENUINE
txn_1772298872878_250,U697,3310,Chennai,mobile,1772298872.8786285,0,GENUINE,GENUINE
txn_1772298874893_230,U759,17013,Delhi,mobile,1772298874.8934379,1.45,FRAUD,FRAUD
txn_1772298876907_617,U991,7240,Hyderabad,mobile,1772298876.9071398,0,GENUINE,GENUINE
txn_1772298878917_413,U774,7056,Chennai,mobile,1772298878.9173837,0,GENUINE,GENUINE
txn_1772298880931_787,U554,7481,Chennai,web,1772298880.9318433,0,GENUINE,GENUINE
txn_1772298882934_655,U819,19857,Hyderabad,mobile,1772298882.9341743,0.58,FRAUD,FRAUD
txn_1772298884943_839,U499,13110,Delhi,web,1772298884.943896,0,GENUINE,GENUINE
txn_1772298886950_597,U355,966,Chennai,web,1772298886.950706,0,GENUINE,GENUINE
txn_1772298888964_693,U756,5421,Delhi,mobile,1772298888.96448,0,GENUINE,GENUINE
txn_1772298890977_424,U363,18848,Mumbai,mobile,1772298890.9770956,1.43,GENUINE,FRAUD
txn_1772298892989_391,U731,10708,Kolkata,web,1772298892.9890285,0,GENUINE,GENUINE
txn_1772298895001_910,U811,6965,Hyderabad,mobile,1772298895.0012236,0,GENUINE,GENUINE
txn_1772298897006_249,U714,10984,Bangalore,web,1772298897.0066216,0,GENUINE,GENUINE
txn_1772298899020_347,U983,18410,Foreign,web,1772298899.020242,1.6,FRAUD,FRAUD
txn_1772298901029_783,U707,2857,Kolkata,mobile,1772298901.0297198,0,FRAUD,GENUINE
txn_1772298903039_995,U394,8004,Hyderabad,web,1772298903.039965,0,FRAUD,GENUINE
txn_1772298905050_358,U279,16796,Hyderabad,mobile,1772298905.0501428,0.67,GENUINE,FRAUD
txn_1772298907061_260,U175,10101,Hyderabad,mobile,1772298907.061365,0,GENUINE,GENUINE
txn_1772298909072_300,U951,17749,Kolkata,mobile,1772298909.0722058,0.95,GENUINE,FRAUD
txn_1772298911082_682,U881,19296,Delhi,web,1772298911.0825818,0.81,FRAUD,FRAUD
txn_1772298913096_916,U904,11994,Hyderabad,mobile,1772298913.0964181,0,GENUINE,GENUINE
txn_1772298915109_605,U266,5570,Chennai,mobile,1772298915.1096036,0,GENUINE,GENUINE
txn_1772298917122_463,U188,8212,Kolkata,web,1772298917.1223624,0,GENUINE,GENUINE
txn_1772298919129_454,U317,17187,Kolkata,web,1772298919.1293585,1.15,GENUINE,FRAUD
txn_1772298921141_780,U116,3252,Hyderabad,web,1772298921.1401289,0,GENUINE,GENUINE
txn_1772298923152_677,U354,7627,Chennai,web,1772298923.1526625,0,GENUINE,GENUINE
txn_1772298925167_659,U598,5401,Bangalore,mobile,1772298925.1672475,0,GENUINE,GENUINE
txn_1772298927175_267,U886,12824,Mumbai,web,1772298927.1756783,0,GENUINE,GENUINE
txn_1772298929181_101,U265,5755,Kolkata,web,1772298929.1819935,0,GENUINE,GENUINE
txn_1772298931194_707,U116,7360,Chennai,web,1772298931.194287,0,GENUINE,GENUINE
txn_1772298933203_569,U265,18649,Hyderabad,web,1772298933.2035775,2.59,FRAUD,FRAUD
txn_1772298935208_657,U503,10644,Chennai,mobile,1772298935.2081056,0,GENUINE,GENUINE
txn_1772298937211_464,U401,16090,Hyderabad,mobile,1772298937.211711,0.78,GENUINE,FRAUD
txn_1772298939225_676,U296,1373,Kolkata,mobile,1772298939.2257557,0,GENUINE,GENUINE
txn_1772298941232_127,U616,6268,Foreign,web,1772298941.232869,1.1,FRAUD,GENUINE
txn_1772298943247_572,U816,5933,Foreign,mobile,1772298943.2472587,0.69,GENUINE,GENUINE
txn_1772298945257_383,U997,16881,Hyderabad,mobile,1772298945.2579572,0.66,FRAUD,FRAUD
txn_1772298947270_381,U528,18231,Hyderabad,web,1772298947.270698,1.09,GENUINE,FRAUD
txn_1772298949279_634,U491,969,Kolkata,mobile,1772298949.2795074,0,GENUINE,GENUINE
txn_1772298951290_107,U652,16070,Bangalore,mobile,1772298951.2903624,1.05,FRAUD,FRAUD
txn_1772298953303_920,U964,5698,Delhi,mobile,1772298953.3030403,0,GENUINE,GENUINE
txn_1772298955311_603,U163,1393,Hyderabad,web,1772298955.3113832,0,GENUINE,GENUINE
txn_1772298957318_906,U824,5016,Mumbai,mobile,1772298957.3184032,0,GENUINE,GENUINE
txn_1772298959330_346,U582,4691,Foreign,mobile,1772298959.3307357,1.36,FRAUD,GENUINE
txn_1772298961344_716,U701,3677,Mumbai,web,1772298961.3440166,0,GENUINE,GENUINE
txn_1772298963352_172,U570,17615,Hyderabad,mobile,1772298963.3519168,0.88,GENUINE,FRAUD
txn_1772298965357_511,U150,14123,Chennai,mobile,1772298965.3577836,0,GENUINE,GENUINE
txn_1772298967369_157,U686,6691,Kolkata,mobile,1772298967.3691678,0,FRAUD,GENUINE
txn_1772298969382_973,U135,15392,Mumbai,web,1772298969.3820775,0.96,GENUINE,FRAUD
txn_1772298971398_111,U944,11121,Chennai,mobile,1772298971.398081,0,GENUINE,GENUINE
txn_1772298973413_896,U355,15615,Bangalore,mobile,1772298973.413571,0.51,GENUINE,FRAUD
txn_1772298975426_236,U465,7321,Delhi,mobile,1772298975.4265518,0,GENUINE,GENUINE
txn_1772298977438_916,U920,6193,Chennai,web,1772298977.438162,0,GENUINE,GENUINE
txn_1772298979447_104,U773,8883,Mumbai,mobile,1772298979.4472387,0,GENUINE,GENUINE
txn_1772298981458_501,U493,12657,Mumbai,mobile,1772298981.4583952,0,GENUINE,GENUINE
txn_1772298983470_530,U831,7532,Hyderabad,web,1772298983.4707315,0,GENUINE,GENUINE
txn_1772298985481_698,U612,16195,Delhi,mobile,1772298985.4813015,1.46,GENUINE,FRAUD
txn_1772298987495_215,U125,2484,Bangalore,mobile,1772298987.4956713,0,GENUINE,GENUINE
txn_1772298989505_136,U461,6810,Delhi,mobile,1772298989.5055573,0,GENUINE,GENUINE
txn_1772298991518_203,U429,7658,Mumbai,mobile,1772298991.5189657,0,GENUINE,GENUINE
txn_1772298993529_367,U991,745,Bangalore,mobile,1772298993.5292528,0,GENUINE,GENUINE
txn_1772298995542_518,U882,6253,Chennai,web,1772298995.5421307,0,GENUINE,GENUINE
txn_1772298997549_732,U409,18861,Mumbai,web,1772298997.5493352,1.15,GENUINE,FRAUD
txn_1772298999563_634,U753,6893,Delhi,web,1772298999.5638967,0,GENUINE,GENUINE
txn_1772299001575_124,U932,14261,Bangalore,web,1772299001.5750043,0,GENUINE,GENUINE
txn_1772299003588_323,U348,13333,Delhi,mobile,1772299003.588319,0,GENUINE,GENUINE
txn_1772299005601_305,U861,397,Chennai,web,1772299005.601695,0,GENUINE,GENUINE
txn_1772299007613_343,U959,3963,Bangalore,mobile,1772299007.6133223,0,FRAUD,GENUINE
txn_1772299009627_149,U972,5026,Mumbai,web,1772299009.6274385,0,FRAUD,GENUINE
txn_1772299011636_666,U598,14551,Delhi,web,1772299011.6364388,0,GENUINE,GENUINE
txn_1772299013646_842,U576,12775,Foreign,mobile,1772299013.6468039,1.34,GENUINE,FRAUD
txn_1772299015657_787,U353,15444,Kolkata,mobile,1772299015.6573107,0.76,GENUINE,FRAUD
txn_1772299017668_830,U455,14381,Foreign,web,1772299017.668996,1.46,FRAUD,FRAUD
txn_1772299019679_731,U589,9012,Mumbai,web,1772299019.6794443,0,GENUINE,GENUINE
txn_1772299021691_388,U117,10936,Mumbai,web,1772299021.6912146,0,GENUINE,GENUINE
txn_1772299023699_856,U345,10399,Bangalore,mobile,1772299023.6992981,0,GENUINE,GENUINE
txn_1772299025709_260,U484,17511,Kolkata,mobile,1772299025.7090454,1.5,GENUINE,FRAUD
txn_1772299027720_207,U506,17307,Mumbai,mobile,1772299027.7209938,0.92,GENUINE,FRAUD
txn_1772299029723_733,U172,14466,Hyderabad,web,1772299029.7231576,0,GENUINE,GENUINE
txn_1772299031732_648,U266,9632,Mumbai,mobile,1772299031.732322,0,GENUINE,GENUINE
txn_1772299033748_798,U232,12158,Bangalore,web,1772299033.7488353,0,GENUINE,GENUINE
txn_1772299035754_749,U152,253,Delhi,web,1772299035.754221,0,GENUINE,GENUINE
txn_1772299037762_629,U975,9189,Hyderabad,mobile,1772299037.7626386,0,GENUINE,GENUINE
txn_1772299039776_727,U236,4307,Hyderabad,web,1772299039.7769156,0,GENUINE,GENUINE
txn_1772299041800_199,U175,2866,Chennai,web,1772299041.8001204,0,GENUINE,GENUINE
txn_1772299043809_601,U916,6870,Hyderabad,web,1772299043.8098156,0,FRAUD,GENUINE
txn_1772299045824_695,U950,3636,Bangalore,web,1772299045.8249629,0,GENUINE,GENUINE
txn_1772299047840_413,U771,7542,Hyderabad,mobile,1772299047.839066,0,GENUINE,GENUINE
txn_1772299049841_181,U391,3101,Delhi,web,1772299049.8418844,0,GENUINE,GENUINE
txn_1772299051858_147,U565,1511,Foreign,web,1772299051.8583653,1.37,FRAUD,GENUINE
txn_1772299053884_147,U766,1046,Mumbai,web,1772299053.8843646,0,GENUINE,GENUINE
txn_1772299055897_385,U101,8659,Hyderabad,web,1772299055.897501,0,GENUINE,GENUINE
txn_1772299057906_158,U482,6521,Mumbai,web,1772299057.906266,0,GENUINE,GENUINE
txn_1772299059914_978,U952,15284,Hyderabad,mobile,1772299059.9149225,1.37,GENUINE,FRAUD
txn_1772299061920_103,U368,18964,Mumbai,web,1772299061.9204705,1.08,FRAUD,FRAUD
txn_1772299063928_484,U217,787,Chennai,web,1772299063.9284725,0,GENUINE,GENUINE
txn_1772299065938_583,U574,2138,Hyderabad,mobile,1772299065.9383075,0,GENUINE,GENUINE
txn_1772299067944_562,U828,16366,Kolkata,web,1772299067.9449575,0.63,GENUINE,FRAUD
txn_1772299069953_955,U455,11078,Bangalore,web,1772299069.9532416,0,GENUINE,GENUINE
txn_1772299071960_651,U788,390,Hyderabad,web,1772299071.960652,0,FRAUD,GENUINE
txn_1772299073966_424,U671,6287,Chennai,web,1772299073.966135,0,GENUINE,GENUINE
txn_1772299075975_412,U270,18199,Mumbai,mobile,1772299075.975346,1.45,GENUINE,FRAUD
txn_1772299077978_924,U408,1959,Bangalore,web,1772299077.9789045,0,GENUINE,GENUINE
txn_1772299079986_287,U464,17582,Mumbai,mobile,1772299079.9868386,0.57,FRAUD,FRAUD
txn_1772299081993_811,U141,2781,Delhi,web,1772299081.9932337,0,GENUINE,GENUINE
txn_1772299083995_438,U268,9775,Bangalore,mobile,1772299083.9954383,0,GENUINE,GENUINE
txn_1772299086005_308,U578,2445,Chennai,web,1772299086.0051844,0,FRAUD,GENUINE
txn_1772299088012_676,U891,8406,Bangalore,mobile,1772299088.0120115,0,GENUINE,GENUINE
txn_1772299090026_309,U588,898,Foreign,mobile,1772299090.0263562,0.58,FRAUD,GENUINE
txn_1772299092034_974,U336,2200,Foreign,web,1772299092.034218,0.98,FRAUD,GENUINE
txn_1772299094039_549,U510,6140,Bangalore,mobile,1772299094.0390074,0,GENUINE,GENUINE
txn_1772299096044_784,U143,16278,Foreign,mobile,1772299096.0442734,2.59,GENUINE,FRAUD
txn_1772299098053_745,U605,10367,Delhi,mobile,1772299098.0539339,0,GENUINE,GENUINE
txn_1772299100058_291,U156,5246,Mumbai,mobile,1772299100.0588005,0,GENUINE,GENUINE
txn_1772299102071_362,U728,7729,Hyderabad,mobile,1772299102.0718813,0,GENUINE,GENUINE
txn_1772299104080_312,U984,10205,Foreign,mobile,1772299104.0808287,0.52,GENUINE,FRAUD
txn_1772299106082_786,U874,2198,Mumbai,web,1772299106.0827878,0,GENUINE,GENUINE
txn_1772299108086_908,U722,7310,Hyderabad,web,1772299108.0862594,0,GENUINE,GENUINE
txn_1772299110095_997,U126,9807,Delhi,web,1772299110.0959961,0,GENUINE,GENUINE
txn_1772299112100_739,U578,10901,Mumbai,web,1772299112.1002238,0,GENUINE,GENUINE
txn_1772299114108_628,U286,2066,Delhi,web,1772299114.108614,0,GENUINE,GENUINE
txn_1772299116115_255,U755,4374,Hyderabad,mobile,1772299116.1155257,0,GENUINE,GENUINE
txn_1772299118129_687,U380,2994,Bangalore,mobile,1772299118.1299582,0,FRAUD,GENUINE
txn_1772299120143_528,U150,10533,Kolkata,web,1772299120.143237,0,GENUINE,GENUINE
txn_1772299122155_496,U485,17139,Delhi,web,1772299122.1556509,0.91,FRAUD,FRAUD
txn_1772299124170_604,U885,11058,Foreign,web,1772299124.1703722,0.7,GENUINE,FRAUD
txn_1772299126187_802,U887,16021,Chennai,mobile,1772299126.1870966,0.92,GENUINE,FRAUD
txn_1772299128200_763,U532,5369,Hyderabad,web,1772299128.2002833,0,GENUINE,GENUINE
txn_1772299130211_444,U213,4057,Mumbai,mobile,1772299130.2111576,0,GENUINE,GENUINE
txn_1772299132223_406,U411,4378,Bangalore,web,1772299132.2236204,0,GENUINE,GENUINE
txn_1772299134234_108,U116,1720,Bangalore,mobile,1772299134.2348166,0,GENUINE,GENUINE
txn_1772299136238_430,U559,14069,Delhi,web,1772299136.238571,0,GENUINE,GENUINE
txn_1772299138250_416,U138,19452,Kolkata,web,1772299138.2505026,1.5,FRAUD,FRAUD
txn_1772299140259_504,U326,18578,Chennai,web,1772299140.2593186,0.52,FRAUD,FRAUD
txn_1772299142276_280,U461,11251,Delhi,web,1772299142.2768316,0,GENUINE,GENUINE
txn_1772299144292_542,U505,2305,Chennai,mobile,1772299144.292834,0,GENUINE,GENUINE
txn_1772299146308_665,U310,18788,Foreign,mobile,1772299146.3085182,2.35,GENUINE,FRAUD
txn_1772299148315_659,U801,8045,Mumbai,mobile,1772299148.315354,0,FRAUD,GENUINE
txn_1772299150326_875,U115,7884,Bangalore,web,1772299150.3261642,0,GENUINE,GENUINE
txn_1772299152332_593,U556,4696,Chennai,web,1772299152.3320775,0,GENUINE,GENUINE
txn_1772299154342_311,U435,17369,Mumbai,web,1772299154.342326,0.87,FRAUD,FRAUD
txn_1772299156358_963,U310,15237,Bangalore,mobile,1772299156.3581157,1.07,FRAUD,FRAUD
txn_1772299158367_270,U451,17548,Delhi,mobile,1772299158.3670688,1.39,FRAUD,FRAUD
txn_1772299160377_411,U623,12996,Chennai,mobile,1772299160.3774238,0,GENUINE,GENUINE
txn_1772299162399_671,U641,15123,Chennai,mobile,1772299162.3999116,1.39,GENUINE,FRAUD
txn_1772299164409_626,U839,13839,Delhi,web,1772299164.4093254,0,FRAUD,GENUINE
txn_1772299166420_728,U392,8282,Kolkata,web,1772299166.4200397,0,GENUINE,GENUINE
txn_1772299168423_501,U337,12187,Foreign,mobile,1772299168.4233437,1.01,GENUINE,FRAUD
